address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"Juramento 3000, Piso 6
                ",$,1300000,330000,76,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17557327,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Alquiler: departamento al frente de 4 ambientes + estudio - ""4 dormitorios en total"" + espacio guardacoche incluido en el valor, (para auto mediano tipo peugeot 208) consultar valor del alquiler sin espacioguardacoche, en belgrano, capital federal - 

luminoso departamento de 3 dormitorios (dos con placard) + estudio con baño. ""4 dormitorios en total"". Cocina, lavadero, amplio living comedor. 1",2025-08-03T15:03:34.118901
"LIBERTADOR 300
                ",USD,4500,N/A,270,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17562358,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Espectacular piso de gran categoria, 280 metros, 3 dormitorios en suite, piso altisimo, super vista a rio y ciudad, palier privado, hall, balcon, toilette, gran living comedor muy luminoso, 3 dormitorios  en suite, cocina, comedor diario, lavadero, dependencia de servicio, cochera, vigilancia, piscina, gimnasio, sum, tenis, expensas incluidas. E el precio. Todo vista y luz

superficie total uso",2025-08-03T15:03:34.120057
"Viamonte al 2200
                ",USD,1500,N/A,121,4,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-5-ambientes--17566884,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Alquiler temporario exclusivo piso estilo francés con vista abierta lo que lo hace muy luminoso y aireado.
El valor de alquiler incluye gastos de: expensas, aysa, abl, suministro eléctrico, gas e internet,

disponible a partir de enero 2026

gran recepción, living, comedor, hermosa y amplia cocina con lavadero, tres dormitorios, uno en suite, baño completo. 

Todos los ambientes son amplios  y",2025-08-03T15:03:34.121148
"Adolfo Bioy Casares 2000
                ",USD,7000,N/A,385,5,5,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-9-ambientes--17566969,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Venta oportunidad exclusivo pent house en dúplex con vistas al rio, recoleta. Buenos aires - argentina 
totalmente amoblado

$7000 + abl 		+expensa

ubicado en una de las zonas más elegantes de buenos aires, bioy casares y alvear. El departamento cuenta con vistas panorámicas únicas al río de la plata, la recoleta, plaza francia, museo nacional de bellas artes, el emblemático cementerio de",2025-08-03T15:03:34.122231
"Adolfo Bioy Casares 2000
                ",USD,7000,N/A,385,5,5,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-9-ambientes--17567927,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Alquiler y o venta oportunidad exclusivo pent house en dúplex con vistas al rio, recoleta. Buenos aires - argentina 
totalmente amoblado

$7000 dolar billete + abl 		+expensa e impuestos 

ubicado en una de las zonas más elegantes de buenos aires, bioy casares y alvear. El departamento cuenta con vistas panorámicas únicas al río de la plata, la recoleta, plaza francia, museo nacional de bellas",2025-08-03T15:03:34.123307
"Av Santa Fe al 3000
                ",$,900000,520000,94,3,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17571628,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Departamento de 3 ambientes + dependencia. Se encuentra ubicado, en una de las áreas más privilegiadas de la ciudad de buenos aires,  semipiso, con palier semi privado y entrada de servicio. 
Gran living comedor, al frente piso alto, muy luminoso. Suite con balcon aterrazado, 2do dormitorio al contrafrente y 2do baño completo. Comoda cocina con comedor diario y dependencia de servicio y lavadero.",2025-08-03T15:03:34.124388
"Jeronimo Salguero 1100, Piso 14
                ",$,1400000,280000,125,4,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--17347284,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Excelente duplex de 4 ambientes + dependencia o escritorio , edificio en esquina con balcon terraza , excelente luminosidad y vista abierta .

Duplex en la 1° planta esta el living comedor , con puertas ventanas con acceso al balcon , cocina independiente con muy buen espacio de guardado y acceso al balcon , antebaño y toillete , habitacion de servicio o escritorio con acceso independiente y baño",2025-08-03T15:03:34.125500
"POSADAS 1100, Piso 21
                ",USD,1800,620000,140,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17574330,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Vigilancia 24hs  -  buen parquet  -  amoblado y equipado  -  cochera con valet parking  -  baños y cocina a nuevo  -  las expensas incluyen la luz  -

superficie total uso propio uf: 140 m2
luminosidad: 10 
cochera fija: no 
calefacción: losa rte.Gral 
aire acondicionado: equipo individual split 
agua caliente: caldera ctral. 
Categoría del edificio: excelente 
grupo electrógeno: si 
impuesto",2025-08-03T15:03:34.126711
"POSADAS 1100, Piso 21
                ",USD,1800,620000,140,3,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17574343,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-16,"Vigilancia 24hs  -  buen parquet  -  amoblado y equipado  -  cochera con valet parking  -  baños y cocina a nuevo  -  las expensas incluyen la luz  -

superficie total uso propio uf: 140 m2
luminosidad: 10 
cochera fija: no 
calefacción: losa rte.Gral 
aire acondicionado: equipo individual split 
agua caliente: caldera ctral. 
Categoría del edificio: excelente 
grupo electrógeno: si 
impuesto",2025-08-03T15:03:34.127851
"Republica Arabe Siria  al 3200
                ",$,2500000,420000,138,4,2,https://www.argenprop.com/departamento-en-alquiler-en-botanico-5-ambientes--17578433,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Piso al frente, living comedor en l, balcón, 3 dormitorios, 2 baños, 1 toilette, escritorio o 4to. Dormitorio. 5 piso en palermo chico.
Contrato de locación a 2 años para vivienda familiar.

Características del la unidad:
unidad ubicada en el 5 piso.
Living comedor en l con ventanal a balcón corrido al frente.
Doble entrada: al living y a la cocina.
Las puertas de acceso están blindadas con llaves",2025-08-03T15:03:40.187750
"Del Libertador 2700 e/Salguero y Scalabrini Ortiz
                ",USD,3700,1400000,240,4,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--17578526,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Piso de 240 m2 con vista extraordinaria a plaza alemania. Palier privado. Hall de recepcion. Living con salida a balcon e importante comedor. Toilette. Cuatro dormitorios, tres al contrafrente y uno al aire y luz. Dos baños. Cocina con office. Lavadero. Dos dependencias. Cochera espacio. Seguridad 24 hs.

- Impactante vista.
- Gran recepción.
- Servicios centrales.
- Seguridad.

 
Corredores",2025-08-03T15:03:40.189002
"Cramer al 2300
                ",USD,800,330000,83,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17579695,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Excelente departamento de cuatro  ambientes, cocina completa. Lavadero independiente con buena ventilación.              
Gran living comedor con salida a balcón corrido, que llega al dormitorio principal. Éste cuenta con amplios placards de piso a techo.
Luego se ingresa a un pasillo distribuidor que comunica al living comedor, toilette, y a los dos dormitorios restantes que también cuentan con",2025-08-03T15:03:40.190217
"Maure Al 2300, Piso 7
                ",USD,3800,867000,150,3,4,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--8298650,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Alquiler con o sin muebles. Impecable!
Muy buena planta, toda luminosa. 5 ambientes con dependencias.
Antiguedad; 8 anos . Ambientes comodos, 
living comedor , balcon terraza con parrilla. Toilette compartimentado.
3 dorm, 1 dorm en suite con 2 vestidores.;Otro bano completo. Escritorio amplio.Dependencia de servicio con su bano.
Exc. Estado general, pisos hidrolaqueados, 
cochera doble, pueden",2025-08-03T15:03:40.191301
"JOSE ANTONIO CABRERA 3400
                ",$,1350000,245000,88,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17117040,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Hermosa unidad 4 ambientes al frente con balcon - son 88m2 cubiertos + balcon al frente (total 99m2 aprox.) - 3 habitaciones, la principal cuenta con baño en suite y vestidor - cocina comedor con lavadero independiente - living/comedor amplio y baño completo - edificio full  amenities - comercializa migliorisi av. Cordoba 3401 - comercializa migliorisi ,profesional responsable pablo sebastian",2025-08-03T15:03:40.192394
"Av Del Libertador al 2700
                ",USD,3700,1350000,200,4,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--17589759,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Excelente piso 5 ambientes mas dependencia en alquiler  en la mejor zona de palermo!
Edificio de categoría sobre av. Del libertador y jerónimo salguero,  muy buen estilo y seguridad.
Preciosa planta con palier privado, hall de entrada, toilette de recepción y living en l muy luminoso con salida a balcón. Vista abierta hacia la avenida y plaza alemania.
4 dormitorios amplios, 3 de ellos al contra",2025-08-03T15:03:40.193483
"Echeverria  al 1800
                ",USD,7500,3000000,353,4,3,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-barrancas-6-ambientes--17590355,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Alquiler premium  amoblado

en barrancas de belgrano se encuentra en alquiler residencial, lujoso departamento de 6 ambientes.

Se ingresa a la propiedad por palier privado, al ingresar se encuentra amplio living con salida al balcón cerrado, el cual provee de vista panorámica al rio de la plata, para disfrutar de amaneceres y de la luz que provee a la propiedad durante todo el día. También en",2025-08-03T15:03:40.194594
"Avenida Santa Fe 3500
                ",$,1200000,400000,120,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17593423,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Corredor responsable: jorge salafia cucicba 5666 / csi 5888 - 
contacto: natalia marini
alquiler dpto 4 ambientes en palermo

departamento de 4 ambientes ubicado en avenida santa fe, entre julián alvarez y jeronimo salguero, palermo, excelente ubicación.

El departamento cuenta con:
cocina
living
tres dormitorios
dos baños completos
balcón
habitación de servicio

detalles:
piso parquet de",2025-08-03T15:03:40.195680
"DEL LIBERTADOR AV 2500, Piso 3
                ",USD,4500,2031621,420,5,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-6-ambientes--17596877,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Excelente edificio francés en esquina. Todo externo muy luminoso. Palier privado. Gran recepción de living apaisado a balcón a libertador. Comedor. Family en esquina y escritorio. Pisos de parquet de roble. Toilette. 5 dormitorios (2 en suite), 2 de los dormitorios dan a balcón sobre ruggieri. 3 baños. Cocina, despensa y comedor diario. 2 dependencias de servicio y amplio lavadero. Baulera. 1",2025-08-03T15:03:40.196775
"Cerviño al 3146
                ",USD,2000,350000,N/A,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--17597208,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Departamento con 2 habitaciones, dependencia y cochera fija  en alquiler  palermo chico

algunas imágenes fueron intervenidas digitalmente con técnicas de home staging con el objetivo de resaltar el potencial del espacio y ayudar a visualizar su funcionalidad y calidez. La decoración presentada es ilustrativa y no forma parte del equipamiento actual del inmueble.

Ubicación: av. Cerviño y coronel",2025-08-03T15:03:40.197910
"Av Santa Fe 4900, Piso 7
                ",$,1300000,189400,73,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17598597,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Apto vivienda , profesional , consultorio medico y otros por reglamento
departamento 3/4 ambientes balcón vista abierta (ver plano)
baño completo, toilette, cocina hechos a nuevo
av santa fe 4938 7° frente - entre bonpland y fitz roy - subte d estación palermo o carranza
doble ingreso hall de entrada privado desde ascensor principal y puerta de servicio por la cocina.
Living comedor con salida al",2025-08-03T15:03:40.199099
"Rodriguez Peña 1700, Piso 5
                ",$,1500000,500000,116,3,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17600795,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Alquiler departamento 4 ambientes con dependencia y cochera - recoleta, caba

excelente oportunidad para vivir en una de las zonas más buscadas de la ciudad de buenos aires.

Departamento al frente de 4 ambientes con dependencia, cochera fija cubierta y baulera, en edificio de categoría con semipisos y palier privado.

Ubicación estratégica en el corazón de recoleta, con acceso inmediato a",2025-08-03T15:03:40.200197
"AV CORONEL DIAZ  al 2700
                ",USD,3700,1700000,261,4,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-6-ambientes--17604115,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Se ofrece en alquiler un elegante piso de categoría ubicado en un edificio de estilo francés, en una de las zonas más codiciadas de palermo, a pasos de av. Del libertador.
Al ingresar, un amplio hall de recepción con placares y toilette da la bienvenida, marcando el tono señorial de toda la propiedad. 
El living, lleno de luz natural, cuenta con salida a balcón, mientras que el comedor ofrece una",2025-08-03T15:03:40.201298
"Godoy Cruz  al 3000
                ",USD,2800,800000,139,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-nuevo-4-ambientes--17604497,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Excelente departamento de 4 ambientes con cochera en quartier demaría! Luminoso, en impecable estado y ubicado en un edificio de torres en altura de 29 pisos. Cada piso cuenta con solo 4 unidades, lo que garantiza privacidad y tranquilidad.
El departamento ofrece espacios amplios y bien iluminados. Además, cuenta con una cochera cubierta.
El complejo dispone de excelentes amenities, como piscina",2025-08-03T15:03:40.202401
"Junin 800
                ",$,750000,185000,70,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--17609261,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Alquiler departamento en esquina junin y paraguay . Recoleta. Frente a la plaza houssay.
Un baño con ducha y un toilette.
Kitchinett  - no tiene artefacto de cocina
living con balcon. 
Tres dormitorios ( sin placares)
a una cuadra de av cordoba, a media cuadra de facultad de medicina y de odontolia. Todos los medios de trasnporte: subte y medios de transporte. 
Alquiler mensual con ajuste",2025-08-03T15:03:40.203494
"Ombu al 2900
                ",USD,5000,N/A,250,3,2,https://www.argenprop.com/casa-en-alquiler-en-palermo-chico-5-ambientes--17610053,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Exclusiva propiedad ubicada en las mejores esquinas de barrio parque totalmente refaccionada manteniendo materiales de la epoca.
Garage descubierto al frente.
Tiene ascensor
pb: recepcion lc + cocina y toilette
1o piso: 2 dormitorios en suite
2o piso: playroom con baño + terraza c/deck y parrilla
3o piso: dependencias con lavadero
 
área de protección histórica - aph 3

las áreas de protección",2025-08-03T15:03:40.204535
"Avenida Santa Fe al 3100
                ",USD,1200,300000,130,4,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17610071,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Nos situamos en la av. Santa fe y sanchez de bustamante, en el barrio de recoleta. Ubicación estratégica, con acceso a múltiples medios de transportes (linea d de subte), a metros de av. Córdoba y de la av. Coronel diaz.  A 2 cuadras del shopping alto palermo. Cerca de varias instituciones educativas.
El edificio es de excelente categoría, tiene encargado con vivienda y servicios centrales. El la",2025-08-03T15:03:40.205678
"Departamento en alquiler en Palermo Caba
                ",USD,12000,1000000,460,3,4,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--17615724,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Moderno y soberbio piso muy alto de categoría y confort, rodeado de verdes vistas, dentro de un marco de máxima seguridad, y amenities únicos en buenos aires.

El mismo está compuesto de una importante recepción con palier privado, doble ascensor, hall de recepcion, living, comedor, bar, home theatre o family o escritorio con vistas desde casa ventanal completamente abiertas a jardines propios de",2025-08-03T15:03:40.206760
"Paraguay 4200, Piso 1
                ",$,950000,102000,80,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17616493,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Amplio y luminoso departamento con excelente ubicacion en palermo. A 160 mts de av scalabrini ortiz y 400 mts de av santa fe
cercania a varias lineas de colectivo y subte d
aire acondicionado en living y  dormitorio principal
cocina comedor y lugar para lavarropas
dormitorios con placard
baño de servicio con ducha


inciso 8 del artículo 10 de la ley 2340
para los casos de alquiler de vivienda, el",2025-08-03T15:03:40.207853
"Costa Rica al 5900
                ",$,3500000,N/A,360,3,2,https://www.argenprop.com/casa-en-alquiler-en-palermo-7-ambientes--17621721,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-17,"Palermo  hollywood  excelente ubicación
son 2 unidad que se alqulan lote propio de 8 frente x 27 de fondo 
unidad 1 al frente
casa al frente de 2 plantas, terraza y patio jardín.
Planta baja:
 living de 3,85 x 8,10 m
comedor de 3 x 10 m 
cocina de 4 x 4,50 m  refaccionado hace 13 años 
comedor diario de 4 x 2 m con salida al patio contrafrente 
tolliete  reciclado de 1,20 x 1 m 
habitación de",2025-08-03T15:03:40.208957
"Guatemala al 5100
                ",USD,6000,1500000,196,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17626061,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Presentamos en venta espectacular 4 ambientes en piso alto en torre bella .. Nuevo icono en palermo soho ... Guatemala entre godoy cruz y oro            corresponde a unidad 03, con vista al rio en piso alto.......Unidad de 235m2

  departamento en piso alto ... 4 ambientes ... Con dos cocheras ... ... Doble ingreso (ppal y servicio), sector lavadero ... Cocina independiente ... Living comedor,",2025-08-03T15:03:45.673974
"General Lucio Mansilla al 2600
                ",USD,1190,300000,112,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17630397,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Recoleta 4 ambientes con balcon. Cochera, baulera + dependencia de servicio
edificio con encargado.

Tercer piso al frente balcón corrido. Super luminoso (edificios bajos en su entorno).

Doble entrada: cocina y living.

Disposición: cocina comedor con entrada independiente.
Tiene un balcón interno a pulmón por el cual se accede al lavadero y a la habitación de servicio con su baño (puede ser",2025-08-03T15:03:45.675170
"Arenales  al 2200
                ",$,1650000,500000,130,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17633503,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Amplio 4 ambientes con balcón en pleno recoleta  arenales y uriburu 

ubicado en una de las zonas más buscadas de recoleta, este departamento ofrece una combinación ideal de espacios generosos, luz natural y potencial para actualizar.

4 ambientes + dependencia con baño
2 baños completos
cocina independiente
balcón al frente con vista abierta
lavadero y espacio de guardado
buena circulación de",2025-08-03T15:03:45.676275
"General Ramon Freire 2100
                ",$,1200000,230000,108,3,1,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17638523,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Alquiler departamento 4 ambientes en belgrano ""r"", capital federal

excelente departamento luminoso de 4 amb. Con dependencia. 3 dormitorios. 1 baños principal, 1 toilette y baño/dependencia. Baños y cocina ""vintage"". Contrafrente con vista a pulmón de manzana arbolado, muy calmo y tranquilo. De época, pisos de madera bien conservados. Edificio de 50 años. Cochera cubierta. Muy buena zona.",2025-08-03T15:03:45.677415
"Avenida Del Libertador 3000
                ",USD,4000,N/A,170,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--16506568,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Departamento en alquiler ubicado en una excelente zona de palermo, en la av. Libertador. 

En cuánto al departamento:
-3 dormitorios.
-Dormitorio principal en suite.
-Baño completo para los otros dos dormitorios. 
-Contra frente. 
-Toilette de recepción. 
-Amplio living comedor.
-Cocina con comedor diario. 
-Dependencia de servicio con baño. 
-Seguridad 24 hs. 
-Cochera fija en pb con ingreso",2025-08-03T15:03:45.678469
"Posadas al 1100
                ",USD,3800,107000,149,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17649243,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Amoblado y equipado. Espectacular departamento en la torre sudamerica. Piso 20 con vista a ciudad. Reciclado, para mudarse ya, con muebles de landmark y fradusco. Ideal ejecutivo o embajada. Hall de entrada, living y comedor, toilette y tres  dormitorios amplios, principal en suite con interiores de placards. Vestidor, baños de mármol. Amplia cocina, lavadero y dependencia de servicio. Todos los",2025-08-03T15:03:45.679562
"Callao y Vicente López
                ",USD,5500,1000000,230,3,4,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-8-ambientes--17654429,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Impactante penthouse con terrazas en alquiler en recoleta.
Triplex  impecablemente amueblado y decorado.
Palier privado, foyer, living, comedor, escritorio y sala de estar.
2 suites con vestidor, toilette y cocina en la primera planta.
2 planta: habitacion o estar, baño completo, parrilla y quincho techado.
Lavadero. (Y baño de servicio)
terraza y. 2do quincho al aire libre.
3 planta.:Terraza y",2025-08-03T15:03:45.680640
"San Benito de Palermo al 1500 Piso 4º - Con cochera fija
                ",$,1500000,288000,96,3,3,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--17657137,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Semipiso de 3 dormitorios en suite en alquiler en las cañitas / imprenta con cochera fija cubierta
cuarto piso al frente con balcón corrido. Living rectangular, toilette de recepción y 3 baños en cada dormitorio.
Cocina completa y lavadero independiente el depto.cuenta con  3 equipos de aire acondicionado tipo split.
Servicios de agua y calefacción individuales, caldera y termotanque.
Aysa x",2025-08-03T15:03:45.681713
"Parana al 1100
                ",USD,1400,N/A,78,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17658109,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Departamento en edificio racionalista de buena categoria,  cuatro ambientes completamente reciclado, living-comedor con salida a balcon, un dormitorio en suite y dos mas con baño completo. Muchisima luz  a media cuadra de la plaza vicente lopez.",2025-08-03T15:03:45.682771
"Av Los Incas 3400
                ",USD,3900,N/A,200,4,3,https://www.argenprop.com/casa-en-alquiler-en-belgrano-r-5-ambientes--17659226,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"Alquiler- local comercial/ institucional- casa- estilo inglesa- av. Los incas- belgrano ""r"".


En el corazón de una de las zonas más buscadas  y sobre una de las avenidas con boulevard más icónicas de la ciudad, se desarrolla esta casa de impecable estilo inglés y con gran aptitud comercial o institucional. 


  Distribución y características:

planta baja al frente: living-comedor amplio y muy",2025-08-03T15:03:45.683835
"Güemes e/ Jerónimo Salguero y Julián Álvarez
                ",USD,1695,290000,96,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17665310,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-18,"_ Departamento de tres dormitorios en alquiler ubicado sobre calle guemes entre jerónimo salguero y julián álvarez (palermo, ciudad autónoma de buenos aires). Desarrollado en tercer piso por ascensor, con disposición contra frente y orientación al este.
_ El mismo posee cocina equipada con muebles sobre y bajo mesada, living comedor, tres dormitorios con placard empotrado y un baño completo.",2025-08-03T15:03:45.684994
